config,target,metric,value,baseline_value,ratio
eregalloc-c0+spectral,fixture:int128-aarch64,run_min_s,0.000561,0.000699,0.8025751072961373
eregalloc-c0+spectral,fixture:hashmap-aarch64,compile_s,9.258,8.322,1.1124729632299928
eregalloc-c0+spectral,fixture:hashmap-aarch64,obj_bytes,147616.0,147512.0,1.0007050273876024
eregalloc-c0+spectral,fixture:hashmap-aarch64,text_bytes,132429.0,132321.0,1.0008161969755367
eregalloc-c0+spectral,fixture:hashmap-aarch64,insns,33003.0,32976.0,1.0008187772925765
eregalloc-c0+spectral,fixture:hashmap-aarch64,ldr_sp,6631.0,6960.0,0.9527298850574712
eregalloc-c0+spectral,fixture:hashmap-aarch64,str_sp,6349.0,6227.0,1.0195920989240406
eregalloc-c0+spectral,fixture:hashmap-aarch64,ldp_sp,0.0,0.0,
eregalloc-c0+spectral,fixture:hashmap-aarch64,stp_sp,0.0,0.0,
eregalloc-c0+spectral,fixture:hashmap-aarch64,mov_imm,6829.0,6599.0,1.034853765722079
eregalloc-c0+spectral,fixture:hashmap-aarch64,objects,1.0,1.0,1.0
eregalloc-c0+spectral,fixture:hashmap-aarch64,correct,1.0,1.0,1.0
eregalloc-c0+spectral,fixture:hashmap-aarch64,run_median_s,0.001088,0.000939,1.1586794462193823
eregalloc-c0+spectral,fixture:hashmap-aarch64,run_min_s,0.000789,0.000606,1.301980198019802
eregalloc-c0+spectral,fixture:itoa-aarch64,compile_s,1.365,1.318,1.0356600910470408
eregalloc-c0+spectral,fixture:itoa-aarch64,obj_bytes,22888.0,22872.0,1.0006995452955578
eregalloc-c0+spectral,fixture:itoa-aarch64,text_bytes,19083.0,19071.0,1.0006292276230926
eregalloc-c0+spectral,fixture:itoa-aarch64,insns,4656.0,4653.0,1.0006447453255964
eregalloc-c0+spectral,fixture:itoa-aarch64,ldr_sp,927.0,1018.0,0.9106090373280943
eregalloc-c0+spectral,fixture:itoa-aarch64,str_sp,694.0,700.0,0.9914285714285714
eregalloc-c0+spectral,fixture:itoa-aarch64,ldp_sp,0.0,0.0,
eregalloc-c0+spectral,fixture:itoa-aarch64,stp_sp,0.0,0.0,
eregalloc-c0+spectral,fixture:itoa-aarch64,mov_imm,792.0,700.0,1.1314285714285715
eregalloc-c0+spectral,fixture:itoa-aarch64,objects,1.0,1.0,1.0
eregalloc-c0+spectral,fixture:itoa-aarch64,correct,1.0,1.0,1.0
eregalloc-c0+spectral,fixture:itoa-aarch64,run_median_s,0.000663,0.000862,0.7691415313225057
eregalloc-c0+spectral,fixture:itoa-aarch64,run_min_s,0.000566,0.000581,0.9741824440619621
eregalloc-c0+spectral,fixture:oc-course,compile_s,0.168,0.169,0.9940828402366864
eregalloc-c0+spectral,fixture:oc-course,obj_bytes,2000.0,1992.0,1.0040160642570282
eregalloc-c0+spectral,fixture:oc-course,text_bytes,563.0,559.0,1.0071556350626119
eregalloc-c0+spectral,fixture:oc-course,insns,138.0,137.0,1.0072992700729928
eregalloc-c0+spectral,fixture:oc-course,ldr_sp,25.0,25.0,1.0
eregalloc-c0+spectral,fixture:oc-course,str_sp,23.0,22.0,1.0454545454545454
eregalloc-c0+spectral,fixture:oc-course,ldp_sp,0.0,0.0,
eregalloc-c0+spectral,fixture:oc-course,stp_sp,0.0,0.0,
eregalloc-c0+spectral,fixture:oc-course,mov_imm,14.0,14.0,1.0
eregalloc-c0+spectral,fixture:oc-course,objects,1.0,1.0,1.0
eregalloc-c0+spectral,fixture:oc-course,correct,1.0,1.0,1.0
eregalloc-c0+spectral,fixture:oc-course,run_median_s,0.000917,0.000702,1.3062678062678061
eregalloc-c0+spectral,fixture:oc-course,run_min_s,0.000597,0.000573,1.0418848167539265
eregalloc-c0+spectral,fixture:stdin-aarch64,compile_s,8.426,8.256,1.0205910852713178
eregalloc-c0+spectral,fixture:stdin-aarch64,obj_bytes,52752.0,52592.0,1.003042287800426
eregalloc-c0+spectral,fixture:stdin-aarch64,text_bytes,45588.0,45428.0,1.0035220568812186
eregalloc-c0+spectral,fixture:stdin-aarch64,insns,11232.0,11192.0,1.0035739814152966
eregalloc-c0+spectral,fixture:stdin-aarch64,ldr_sp,1964.0,1981.0,0.9914184755174155
eregalloc-c0+spectral,fixture:stdin-aarch64,str_sp,1807.0,1785.0,1.0123249299719888
eregalloc-c0+spectral,fixture:stdin-aarch64,ldp_sp,0.0,0.0,
eregalloc-c0+spectral,fixture:stdin-aarch64,stp_sp,0.0,0.0,
eregalloc-c0+spectral,fixture:stdin-aarch64,mov_imm,2654.0,2623.0,1.0118185284025925
eregalloc-c0+spectral,fixture:stdin-aarch64,objects,1.0,1.0,1.0
eregalloc-c0+spectral,fixture:stdin-aarch64,correct,1.0,1.0,1.0
eregalloc-c0+spectral,fixture:stdin-aarch64,run_median_s,0.000927,0.000971,0.9546858908341915
eregalloc-c0+spectral,fixture:stdin-aarch64,run_min_s,0.000606,0.000608,0.9967105263157894
eregalloc-c0+spectral,fixture:sudoku-aarch64,compile_s,1.372,1.324,1.0362537764350452
eregalloc-c0+spectral,fixture:sudoku-aarch64,obj_bytes,14480.0,14408.0,1.0049972237645752
eregalloc-c0+spectral,fixture:sudoku-aarch64,text_bytes,12540.0,12472.0,1.0054522129570238
eregalloc-c0+spectral,fixture:sudoku-aarch64,insns,3111.0,3094.0,1.0054945054945055
eregalloc-c0+spectral,fixture:sudoku-aarch64,ldr_sp,648.0,666.0,0.972972972972973
eregalloc-c0+spectral,fixture:sudoku-aarch64,str_sp,687.0,677.0,1.0147710487444608
eregalloc-c0+spectral,fixture:sudoku-aarch64,ldp_sp,0.0,0.0,
eregalloc-c0+spectral,fixture:sudoku-aarch64,stp_sp,0.0,0.0,
eregalloc-c0+spectral,fixture:sudoku-aarch64,mov_imm,512.0,491.0,1.0427698574338085
eregalloc-c0+spectral,fixture:sudoku-aarch64,objects,1.0,1.0,1.0
eregalloc-c0+spectral,fixture:sudoku-aarch64,correct,1.0,1.0,1.0
eregalloc-c0+spectral,fixture:sudoku-aarch64,run_median_s,0.001861,0.001844,1.0092190889370933
eregalloc-c0+spectral,fixture:sudoku-aarch64,run_min_s,0.001563,0.00163,0.9588957055214724
eregalloc-c0+spectral,fixture:sudoku-solver,compile_s,15.381,14.612,1.0526279770052012
eregalloc-c0+spectral,fixture:sudoku-solver,obj_bytes,107904.0,108592.0,0.9936643583321055
eregalloc-c0+spectral,fixture:sudoku-solver,text_bytes,100040.0,100724.0,0.9932091656407609
eregalloc-c0+spectral,fixture:sudoku-solver,insns,24621.0,24792.0,0.9931026137463698
eregalloc-c0+spectral,fixture:sudoku-solver,ldr_sp,5282.0,5614.0,0.9408621303883149
eregalloc-c0+spectral,fixture:sudoku-solver,str_sp,4992.0,4956.0,1.0072639225181599
eregalloc-c0+spectral,fixture:sudoku-solver,ldp_sp,0.0,0.0,
eregalloc-c0+spectral,fixture:sudoku-solver,stp_sp,0.0,0.0,
eregalloc-c0+spectral,fixture:sudoku-solver,mov_imm,4513.0,4404.0,1.0247502270663034
eregalloc-c0+spectral,fixture:sudoku-solver,objects,1.0,1.0,1.0
eregalloc-c0+spectral,fixture:sudoku-solver,correct,1.0,1.0,1.0
eregalloc-c0+spectral,fixture:sudoku-solver,run_median_s,0.000782,0.00091,0.8593406593406594
eregalloc-c0+spectral,fixture:sudoku-solver,run_min_s,0.000615,0.00073,0.8424657534246576
eregalloc-c0+spectral,corpus:div_recurrence,compile_s,5.718,5.651,1.0118563086179437
eregalloc-c0+spectral,corpus:div_recurrence,obj_bytes,22808.0,22776.0,1.0014049877063576
eregalloc-c0+spectral,corpus:div_recurrence,text_bytes,19183.0,19147.0,1.001880190108111
eregalloc-c0+spectral,corpus:div_recurrence,insns,4678.0,4669.0,1.001927607624759
eregalloc-c0+spectral,corpus:div_recurrence,ldr_sp,898.0,929.0,0.9666307857911733
eregalloc-c0+spectral,corpus:div_recurrence,str_sp,864.0,852.0,1.0140845070422535
eregalloc-c0+spectral,corpus:div_recurrence,ldp_sp,0.0,0.0,
eregalloc-c0+spectral,corpus:div_recurrence,stp_sp,0.0,0.0,
eregalloc-c0+spectral,corpus:div_recurrence,mov_imm,810.0,786.0,1.0305343511450382
eregalloc-c0+spectral,corpus:div_recurrence,objects,1.0,1.0,1.0
eregalloc-c0+spectral,corpus:div_recurrence,kfn_insns,133.0,132.0,1.0075757575757576
eregalloc-c0+spectral,corpus:div_recurrence,kfn_ldr_sp,25.0,25.0,1.0
eregalloc-c0+spectral,corpus:div_recurrence,kfn_str_sp,21.0,20.0,1.05
eregalloc-c0+spectral,corpus:div_recurrence,kfn_ldp_sp,0.0,0.0,
eregalloc-c0+spectral,corpus:div_recurrence,kfn_stp_sp,0.0,0.0,
eregalloc-c0+spectral,corpus:div_recurrence,kfn_mov_imm,35.0,35.0,1.0
eregalloc-c0+spectral,corpus:div_recurrence,kfn_symbols,1.0,1.0,1.0
eregalloc-c0+spectral,corpus:div_recurrence,correct,1.0,1.0,1.0
eregalloc-c0+spectral,corpus:div_recurrence,run_median_s,0.656566,0.656767,0.9996939553905723
eregalloc-c0+spectral,corpus:div_recurrence,run_min_s,0.643937,0.647906,0.9938741113680071
eregalloc-c0+spectral,corpus:dot_product,compile_s,5.818,5.775,1.0074458874458874
eregalloc-c0+spectral,corpus:dot_product,obj_bytes,27016.0,26952.0,1.0023745918670228
